no,level,salary,huyou,jukyo,tsukin,nichgakutokukin,jikangai,yakan,kanri,kanritokukin,bonus,shoteate,jinkenhi
332,6,387433,0,0,2900,0,62208,0,0,0,1289282,671309,7948975
333,6,389204,14000,15300,7400,10500,61108,0,0,0,1289301,649762,8849815
334,4,368424,25600,15300,14600,4540,27610,8541,0,0,1243448,607766,7993978
335,5,372037,29600,15300,12200,3920,19914,9960,0,0,1255243,607766,7996533
336,6,380350,29600,18100,2900,2670,10179,6790,0,0,1346980,655904,8000280
337,5,370821,0,15300,7400,14000,21438,0,0,0,1226184,638395,7889071
338,4,373660,0,30100,22383,0,0,0,0,0,1184385,616312,7452481
339,4,367853,24000,15300,9800,2830,9846,7216,0,0,1236603,606658,7819777
340,6,391347,26800,15300,5040,0,0,0,0,0,1376093,675362,7915423
341,5,383537,0,30100,13512,0,0,0,0,0,1268294,660319,7606689
342,7,390299,0,15300,24557,0,0,0,74860,0,1363830,710676,8804526
343,6,390415,12800,15300,10460,0,6966,0,0,0,1370063,674065,7856040
344,7,391937,26800,15300,9956,0,0,0,74860,0,1449466,714120,9100594
345,5,383537,0,0,11903,0,10811,0,0,0,1268294,660319,7355913
346,6,391347,28100,15300,2900,3580,64239,0,0,0,1379927,675362,8724877
347,5,385781,26800,15300,7400,0,14316,0,0,0,1355742,664704,8009718
348,6,391347,14000,15300,4283,0,11310,0,0,0,1318627,675362,7812561
349,7,391937,0,0,3780,0,0,0,74860,0,1367035,712338,8398477
350,7,395031,26800,15300,11046,0,0,0,74860,0,1461426,720351,9173445
351,4,372899,0,0,5040,0,75322,0,0,0,1181952,615047,7773095
352,7,386568,39600,15300,5000,0,0,0,74860,4000,1466124,703133,9194669
353,5,377273,14000,18100,5000,0,58833,0,0,0,1287116,648626,8177638
354,4,367092,0,30100,3780,0,3275,0,0,0,1163094,605234,7147904
355,7,379834,0,15300,14166,0,0,0,74860,0,1253467,652661,8370804
356,4,367092,0,15300,13630,0,13100,0,0,0,1163094,605234,7206404
357,6,378672,29600,15300,9800,2700,0,0,0,0,1340750,652661,7814179
358,6,378672,20600,15300,7940,0,0,0,0,0,1314212,652661,7611961
359,5,373439,0,15300,3780,0,76613,0,0,0,1235541,643266,8046135
360,4,367092,0,0,11903,0,20698,0,0,0,1163094,605234,7093256
361,4,378230,25600,15300,13590,0,0,0,0,0,1275385,624384,7673917
362,5,382696,0,30100,7400,0,7374,0,0,0,1266111,659183,7607210
363,8,417599,20600,15300,12756,0,0,0,79515,5000,1516259,758451,9629450
364,6,378672,34600,15300,27468,0,40536,0,0,0,1355494,652661,8562171
365,5,373439,28100,15300,22178,0,13324,0,0,0,1318401,643266,7967967
366,7,388479,0,15300,14166,0,0,0,74860,0,1344837,675362,8601059
367,7,388479,20600,15300,5000,0,0,0,74860,0,1357811,675362,8780905
368,6,391347,21800,18100,7400,7000,49158,0,0,0,1361350,675362,8931216
369,7,395031,15600,15300,16841,0,0,0,74860,4000,1428400,720351,9107431
370,5,384285,0,0,15156,0,13712,0,0,0,1271101,661781,7444086
371,8,417599,24000,15300,14873,0,0,0,89680,0,1315288,1002861,9820609
372,6,391347,47100,15300,26123,4920,8938,0,0,0,1435953,675362,8667407
373,6,390415,39600,15300,14016,1320,0,0,0,0,1393486,664704,8205214
374,4,367092,0,30100,2900,11900,49518,0,0,0,1163094,605234,7835060
375,5,374094,14000,15300,14949,0,207560,0,0,0,1283998,647002,10000688
376,5,369980,0,18100,5000,0,0,0,0,0,1223375,636932,7110031
377,4,362617,26800,15300,23605,9500,0,0,0,0,1210952,596687,7622263
378,5,374094,39600,15300,26172,10000,0,0,0,0,1353871,644079,8175658
379,4,369091,14000,15300,22642,10500,14224,0,0,0,1174349,611090,7686163
380,4,368329,14000,15300,9800,14200,34569,0,0,0,1208027,607134,8180789
381,5,373252,12800,15300,12200,14700,25304,0,0,0,1309782,642617,8296199
382,5,376525,16200,15300,7400,18120,44875,0,0,0,1298596,651225,8604673
383,5,370821,0,15300,12200,13300,14292,0,0,0,1234294,575348,7797582
384,5,372504,0,30100,2900,4900,0,0,0,0,1237101,644079,7342428
385,4,372899,0,0,3025,0,19962,0,0,0,1181952,615047,7084595
386,4,372899,25600,18100,2900,0,13308,0,0,0,1257440,615047,7639999
387,4,371376,0,18100,5000,0,43867,0,0,0,1177083,612513,7584492
388,4,367092,0,15300,9800,6090,13755,5895,0,0,1204377,605234,7480739
389,6,391347,21800,18100,7515,0,55856,0,0,0,1361350,675362,8567052
390,6,378672,29000,15300,7400,0,40536,0,0,0,1338981,652661,8229578
391,6,378672,14000,15300,7400,4300,10134,14872,0,0,1294750,652661,7848987
392,5,371195,39600,15300,7400,9630,21192,7944,0,0,1279865,605234,8272507
393,6,391347,39600,18100,2900,14230,30720,9074,0,0,1419542,678332,8971042
394,6,378672,52100,15300,7400,2920,10134,8112,0,0,1407097,652661,8550822
395,7,395031,14000,15300,13680,0,0,0,74860,12000,1423682,643865,9062791
396,6,378672,34600,15300,2900,15050,24998,11492,0,0,1355494,652661,8530731
397,7,388479,47100,18100,2900,1480,0,0,74860,12000,1421209,675362,9370623
398,5,373439,29600,15300,7400,6860,17322,9990,0,0,1322824,643266,8540326
399,5,373439,0,15300,9800,2300,16655,6660,0,0,1235541,643266,7635927
400,4,367092,34600,0,9800,3510,9825,8515,0,0,1265121,605234,8115779
401,4,367092,0,0,5000,4750,9825,10480,0,0,1163094,605234,7572032
402,5,376525,0,15300,7400,7500,0,0,0,0,1250826,651225,7324947
403,7,386568,14000,18100,9833,0,0,0,74860,12000,1327764,669850,8866558
404,5,379517,26800,18100,0,0,18280,0,0,0,1334219,653498,7885177
405,8,412594,28100,15300,13512,0,0,0,79515,0,1519489,748612,9605453
406,7,391937,39600,15300,5040,0,0,0,74860,0,1487210,714120,9251378
407,7,386568,0,18100,3780,0,0,0,74860,12000,1286482,669850,8564480
408,5,382696,0,15300,14526,0,126728,0,0,0,1266111,659183,8947370
409,7,391937,12800,15300,7400,0,0,0,74860,4000,1408184,714120,8888480
410,5,380171,12800,18100,9833,0,0,0,0,0,1296368,655285,7568373
411,7,391937,15600,15300,9956,0,0,0,74860,4000,1416440,714120,8965040
412,4,375564,39600,15300,12306,0,7504,0,0,0,1293407,619953,7914476
413,4,375564,14000,18100,2900,0,0,0,0,0,1232663,619953,7340348
414,8,409864,7800,18100,2900,0,0,0,79515,0,1393440,714120,9041640
415,4,369948,15600,0,0,0,9900,0,0,0,1218829,610299,7129684
416,4,367092,0,0,14016,0,0,0,0,0,1053206,316682,6471796
417,6,374198,0,0,13140,0,20028,0,0,0,1219008,634659,7280895
418,5,370354,0,0,14826,0,19559,0,0,0,1221816,636121,7248109
419,7,374556,0,18100,0,0,0,0,74860,12000,1241944,646660,8289944
420,7,390299,34600,15300,19671,0,0,0,74860,4000,1451113,710676,9346201
421,5,371663,14000,15300,8550,0,20426,0,0,0,1275576,642617,7632809
422,5,369232,14000,18100,0,14700,0,0,0,0,1267466,638395,7791561
423,5,366053,0,18100,0,1800,0,0,0,0,1210275,630112,6998935
424,5,368390,14000,15300,11970,4570,0,0,0,0,1264657,636932,7422981
425,6,381468,0,15300,5000,11000,66970,0,0,0,1223375,636932,8519275
426,4,369948,0,15300,13163,0,51744,0,0,0,1172828,610299,7717703
427,4,361665,11200,0,9800,15400,0,0,0,0,1176654,595104,7419918
428,5,370821,26800,18100,8123,0,7146,0,0,0,1342954,638395,7725797
429,4,359856,21800,15300,9800,11700,37238,0,0,0,1239878,592097,8182711
430,4,364331,39600,15300,12200,11500,34060,0,0,0,1269218,599693,8511415
431,4,360713,29600,15300,21800,12200,79674,0,0,0,1227869,593521,8948478
432,5,366707,26800,15300,5000,10000,17403,0,0,0,1291797,631412,7784369
433,4,369948,25600,18100,2900,14000,0,0,0,0,1248316,610299,7594771
434,6,388178,0,15300,5000,0,31167,0,0,0,1324226,669850,7828788
435,5,383537,26800,18100,0,8190,10263,8208,0,0,1332577,660319,8532692
436,4,374232,26800,15300,2900,8460,14020,10020,0,0,1303286,617420,8394958
437,7,386568,25600,15300,12200,1130,0,0,74860,4000,1363405,670598,8971215
438,4,374232,26800,18100,5000,3610,10014,13360,0,0,1265542,617420,8090190
439,6,375130,34600,15300,14600,4170,13384,7359,0,0,1343971,646660,8155151
440,5,370354,29600,15300,14160,3840,42952,13220,0,0,1309099,636121,8865236
441,5,383537,12800,15300,9800,3540,17379,8208,0,0,1343782,660319,8469329
442,6,374198,44600,15300,14600,0,33380,0,0,0,1370346,645040,8403382
443,6,375130,37100,15300,4560,2220,10038,7359,0,0,1351342,646660,8012090
444,6,385010,26800,15300,5000,4270,13740,8244,0,0,1337650,655285,8575895
445,6,374198,29600,15300,7400,2450,10014,6680,0,0,1326115,645040,8376179
446,5,373439,39600,18100,5000,10200,9993,5994,0,0,1352311,643266,8138257
447,6,375130,39600,15300,7400,0,50190,0,0,0,1358714,646660,8454018
448,5,370354,54600,18100,5000,3340,17181,7932,0,0,1382818,636121,8477399
449,6,375130,0,30100,12200,7560,13384,9366,0,0,1345959,636121,8372188
450,5,382696,0,15300,12106,0,0,0,0,0,1271101,460150,7203551
451,5,380171,14000,0,22401,0,7326,0,0,0,1337650,655285,7647311
452,4,375564,0,15300,11538,0,0,0,0,0,1191380,619953,7180961
453,5,381013,0,15300,10836,0,13596,0,0,0,1261119,656583,7515294
454,4,375564,0,15300,5000,0,47034,0,0,0,1191380,619953,7666913
455,5,368390,0,15300,3780,1800,0,0,0,0,1261119,636932,7099763
456,4,362617,26800,15300,9800,2680,0,0,0,0,1225695,596687,7389506
457,5,369232,14000,0,16246,3120,0,0,0,0,1267466,638395,7288881
458,5,387838,0,18100,0,2200,52318,0,0,0,1284513,668764,8395981
459,6,386687,12800,15300,12200,0,60030,0,0,0,1301360,657884,8378704
460,7,386568,29600,15300,5000,0,0,0,74860,0,1436637,703133,8982782
461,4,372899,47100,30100,8550,0,196690,0,0,0,1320838,615047,10404741
462,5,380171,0,15300,7400,0,0,0,0,0,1258624,655285,7295801
463,7,388479,42100,18100,2900,0,0,0,74860,0,1481049,707068,9233209
464,5,380171,11200,15300,15561,0,66468,0,0,0,1291650,655285,8374903
465,6,385010,25600,15300,14016,3600,13740,0,0,0,1351691,664499,8094658
466,5,379517,26800,18100,3780,0,54840,0,0,0,1334219,653498,8369257
467,7,386568,34600,15300,12756,0,0,0,74860,0,1436637,703133,9143054
468,7,388479,0,15300,9045,0,0,0,74860,0,1356906,707068,8583382
469,7,388479,14000,15300,15683,0,0,0,74860,0,1398189,707068,8892481
470,7,383656,29600,15300,20811,0,0,0,65360,0,1428825,600659,8895404
471,7,382382,0,15300,4031,0,0,0,74860,0,1331727,693949,8402980
472,5,366240,0,0,5040,0,57766,0,0,0,1207779,628813,7512520
473,5,366240,37100,18100,2900,0,144935,0,0,0,1249073,593047,9254220
474,7,388479,39600,15300,24556,0,0,0,74860,0,1473677,707068,9418509
475,5,377273,29600,15300,13113,0,16830,0,0,0,1333117,648626,7993023
476,7,384566,0,15300,4283,0,0,0,74860,4000,1276203,664499,8398382
477,6,385010,14000,15300,5000,0,13740,0,0,0,1317485,664499,7753156
478,5,379517,0,0,5000,0,45370,0,0,0,1255193,653498,7613839
479,4,372899,25600,15300,13864,0,27410,0,0,0,1257440,615047,7907191
480,4,358619,0,0,2900,0,6398,0,0,0,1133894,590038,6655344
481,4,360713,34600,15300,7400,14000,20850,0,0,0,1264729,593521,8195450
482,7,378797,14000,15300,11046,0,0,0,73737,0,1322468,667093,8575917
483,5,368390,14000,18100,5000,17420,34437,0,0,0,1264657,636932,8281089
484,4,356144,0,18100,19169,11700,36854,0,0,0,1125986,585924,7857734
485,4,364902,0,18100,0,0,30073,0,0,0,472282,231847,6186485
486,5,367549,14000,15300,12200,3120,6558,0,0,0,1256860,632873,7463877
487,4,364902,14000,18100,6800,0,26040,0,0,0,1155185,601118,7460023
488,4,361570,0,15300,7056,0,33024,0,0,0,1143019,594787,7261862
489,6,381934,54600,15300,7400,2700,27256,0,0,0,1411560,658823,8569271
490,6,381934,21800,15300,2900,3600,71962,0,0,0,1329585,658823,8539736
491,6,381934,21800,18100,8590,0,109024,0,0,0,1329585,658823,9043160
492,6,381934,34600,15300,5040,3020,0,0,0,0,1352585,658823,7889944
493,7,382382,14000,18100,14481,0,0,0,74860,0,1306584,658823,8689871
494,7,388479,26800,15300,5000,0,0,0,74860,4000,1473677,707068,9059805
495,6,381934,0,15300,26114,0,177447,0,0,0,1265302,658823,9683649
496,6,381934,20600,15300,14166,0,21260,0,0,0,1326046,658823,8003637
497,5,376244,29600,15300,14016,0,0,0,0,0,1331246,647651,7785229
498,6,375130,7800,15300,5000,0,0,0,0,0,1264944,646660,7301776
499,5,370354,0,18100,8976,0,0,0,0,0,1221816,636121,7160401
500,6,367674,37100,15300,12306,0,79240,0,0,0,1303453,621668,8647425
501,4,364045,15600,0,24193,0,0,0,0,0,1203621,544423,7140784
502,5,375309,0,18100,0,0,44860,0,0,0,1241156,646190,7687018
503,4,356715,29600,0,2900,0,35002,0,0,0,1212966,585766,7445620
504,4,356715,34600,15300,9800,2000,9546,6996,0,0,1212966,585766,8035384
505,6,381934,0,0,8590,0,47698,0,0,0,1265302,658823,7732773
506,6,381934,0,30100,12060,0,0,0,0,0,1245834,648626,7533572
507,6,378672,7800,30100,0,0,81880,0,0,0,1258541,643266,8439743
508,7,379834,7800,18100,5000,0,0,0,74860,12000,1276468,652661,8566245
509,6,383425,25600,18100,8590,0,0,0,0,0,1351691,601264,7770531
510,4,360523,0,0,2900,0,48622,0,0,0,1139674,593047,7196405
511,4,360523,0,0,2900,0,0,0,0,0,1139674,593047,6612941
512,5,364276,0,18100,2900,0,69550,0,0,0,1201542,625565,7809575
513,5,357918,29600,15300,12060,2700,36141,0,0,0,1270421,615984,7889057
514,4,358904,0,18100,0,0,66088,0,0,0,1134809,590515,7559244
515,5,358666,14000,15300,5000,0,52480,0,0,0,1176092,590515,7648587
516,4,361570,29600,15300,9865,0,0,0,0,0,1236385,482882,7278567
517,6,375130,0,0,12699,0,98514,0,0,0,1241944,646660,8264900
518,6,375130,25600,18100,0,0,302905,0,0,0,1282561,636121,11156546
519,4,364045,15600,15300,13512,0,133168,0,0,0,1197841,599377,8843402
520,6,381934,0,15300,5000,0,257988,0,0,0,1265302,658823,10396773
521,6,375130,29600,15300,8443,0,71073,0,0,0,1329227,646660,8553243
522,5,353617,7800,18100,5000,0,12872,0,0,0,1184614,604778,7078500
523,4,364045,0,30100,12893,0,34550,0,0,0,1151840,599377,7574493
524,5,354646,26500,15300,20379,7000,6708,0,0,0,1234721,607376,7557337
525,4,355668,0,15300,22162,0,26142,0,0,0,1121728,583708,7248860
526,4,352336,0,15300,5000,0,25898,0,0,0,1108650,576902,6975320
527,4,360713,14000,15300,7400,14700,27672,0,0,0,1187951,596687,7935238
528,4,347004,34600,0,0,0,136339,0,0,0,1177683,567406,8509909
529,4,360713,0,0,7400,14000,0,0,0,0,1140586,593521,7172483
530,4,362617,79600,15300,7400,14000,0,0,0,0,1381389,596687,8697296
531,4,348432,0,30100,5000,4000,0,0,0,0,1105608,515613,6773337
532,4,363569,0,15300,7400,14000,3632,0,0,0,1149711,598269,7454616
533,4,362617,0,30100,7400,7620,0,0,0,0,1146669,596687,7158368
534,5,362032,47100,18100,5000,0,169632,0,0,0,1279313,585766,9676587
535,4,359856,0,18100,5000,14000,24398,0,0,0,1143628,595104,7645996
536,6,375130,39600,15300,9800,3930,16730,6690,0,0,1343971,646660,8324099
537,4,356144,0,15300,10020,0,69894,0,0,0,1125986,585924,7641050
538,5,366240,37100,15300,13113,0,18951,0,0,0,1317178,628813,7935239
539,4,353573,16200,18100,5000,0,10344,0,0,0,1160981,579276,7111325
540,5,366240,0,15300,12609,0,19602,0,0,0,1207779,628813,7328980
541,5,366240,21800,15300,14481,0,26660,0,0,0,1272062,628813,7793415
542,6,373546,0,30100,2900,0,0,0,0,0,1236029,643581,7296062
543,6,371682,0,15300,15881,0,35015,0,0,0,1228554,639688,7657990
544,6,371682,15600,15300,3780,0,10743,0,0,0,1274554,639688,7477178
545,6,371682,0,0,13743,0,87803,0,0,0,1207779,628813,8050540
546,4,359666,0,0,14166,0,48120,0,0,0,1136330,591307,7308969
547,5,366240,15600,15300,11046,0,72013,0,0,0,1253780,628813,8194821
548,5,366240,15600,15300,8154,0,0,0,0,0,1253780,597372,7264520
549,6,371682,7800,15300,12200,0,135544,0,0,0,1251554,639688,8947998
550,4,341292,23100,18100,2900,0,49320,0,0,0,1138443,556961,7436672
551,5,349690,23100,18100,9833,0,50285,0,0,0,1214758,596983,7760645
552,6,371682,42100,15300,12077,0,10743,0,0,0,1331922,628813,7979395
553,4,347004,34600,15300,5000,0,49160,0,0,0,1177683,567406,7707361
554,4,367092,0,0,10020,0,0,0,0,0,1163094,605234,6822284
555,4,352336,0,0,18996,0,0,0,0,0,0,0,4963344
556,4,356144,14000,15300,7400,18560,35584,0,0,0,1173049,588932,7988217
557,4,346052,0,18100,0,0,0,0,0,0,1109210,566931,6544277
558,5,349690,34600,15300,12809,0,49657,0,0,0,1172353,556961,7827354
559,4,357952,14000,30100,5000,0,0,0,0,0,1179134,592097,7191463
560,4,360523,29600,18100,13005,2940,48622,0,0,0,1226957,593047,8055252
561,4,356144,14000,15300,26674,14700,3560,0,0,0,1254622,592097,7873635
562,4,358904,0,0,7400,14700,3584,0,0,0,1134809,590515,6857196
563,4,347195,47100,18100,5000,15400,3468,0,0,0,1232328,568989,7925373
564,4,337389,34600,15300,14322,9500,13004,0,0,0,1162923,552053,7340012
565,4,334724,34600,15300,20525,10000,12900,0,0,0,1139665,547623,7355692
566,6,371682,12800,30100,5543,0,16580,0,0,0,1245523,628813,7668440
567,4,357952,14000,15300,21736,11200,56456,0,0,0,1173049,588932,8348421
568,4,355192,29600,15300,9800,14000,44998,0,0,0,1216008,587348,8312648
569,4,354240,26800,15300,21812,14000,3540,0,0,0,1198931,582759,7886330
570,4,352431,21800,18100,2900,14000,3520,0,0,0,1177494,579276,7574586
571,4,357952,0,0,5000,13300,3576,0,0,0,1131767,588932,7125187
572,4,349480,29600,15300,2900,0,40534,0,0,0,1188635,573105,7561376
573,4,353288,0,15300,7400,14000,3528,0,0,0,1122947,584342,7264993
574,4,338722,29600,15300,17393,15000,22962,0,0,0,1152439,554270,7818057
575,4,356144,14000,18100,0,0,38124,0,0,0,1167269,585924,7731989
576,4,359666,16200,18100,2900,0,75202,0,0,0,1184100,591307,7981459
577,4,350527,0,0,24962,14000,3504,0,0,0,1105608,575320,7225792
578,4,359666,11200,0,0,2700,186064,0,0,0,1169356,591307,9010259
579,5,348194,0,30100,8550,0,59394,0,0,0,1064851,554112,7475215
580,4,359666,14000,18100,2900,1640,80590,0,0,0,1177613,591307,8029740
581,6,374198,0,30100,9073,0,40056,0,0,0,1219008,634659,8179707
582,4,358619,0,30100,7056,0,6398,0,0,0,1133894,590038,7066416
583,6,367674,0,0,12756,0,14298,0,0,0,1214229,632230,7112635
584,6,366556,28100,15300,5040,0,6540,0,0,0,1278609,630285,7535622
585,4,356715,29600,15300,7400,0,151981,0,0,0,1212966,585766,9251944
586,5,354646,0,0,7515,0,61254,0,0,0,1090400,567406,7249470
587,4,331582,0,0,8590,0,0,0,0,0,0,0,4559532
588,5,343706,39600,18100,0,0,117487,0,0,0,1167023,546515,8492206
589,5,362032,37100,0,8550,0,0,0,0,0,1303453,621668,7392045
590,5,343706,0,30100,16841,0,87318,0,0,0,1124806,585614,7940928
591,7,368823,29600,15300,11046,0,0,0,74860,0,1301512,632230,8610806
592,5,362032,20600,18100,3780,0,0,0,0,0,1254799,621668,7281591
593,4,347004,7800,18100,5000,0,78506,0,0,0,1113401,567406,7668639
594,5,362032,0,30100,10020,0,0,0,0,0,1125683,585766,7058589
595,5,354646,0,15300,8154,0,0,0,0,0,0,0,5047884
596,4,353288,21800,18100,7400,11200,61400,0,0,0,1180842,581018,8307020
597,4,358904,14000,15300,9800,16100,30736,0,0,0,1213836,590515,8011375
598,4,352336,0,18100,9833,0,63245,0,0,0,1108650,576902,7515080
599,4,355192,26800,15300,22092,14000,3548,0,0,0,1201973,584342,7908079
600,6,359007,25600,15300,12370,0,16656,0,0,0,1242093,607376,7550489
601,4,334724,0,0,5000,2000,0,0,0,0,1052382,547623,6182685
602,4,346052,0,0,21249,2000,0,0,0,0,1097701,571205,6598830
603,4,342244,0,18100,2900,2000,0,0,0,0,1077929,560916,6514601
604,5,354646,37100,18100,2900,6020,9492,9495,0,0,1199799,567406,7584349
605,4,347004,21800,15300,5000,6640,12384,8666,0,0,1154683,567406,7695965
606,5,343706,21800,15300,7400,2600,12264,6130,0,0,1189088,585614,7648474
607,5,360162,0,0,3780,2500,25704,0,0,0,1117774,581651,6923805
608,6,363387,20600,15300,8590,0,3242,0,0,0,1245593,624609,7356566
609,6,363387,15600,18100,11903,0,62500,0,0,0,1245593,624609,8073818
610,4,349860,20600,15300,5040,0,18477,0,0,0,1160269,572154,7177207
611,4,352336,21800,30100,11046,0,71295,0,0,0,1172933,576902,8127511
612,5,357918,29600,15300,11903,0,111110,0,0,0,1270421,615984,8754401
613,6,362269,14000,15300,12060,0,30894,0,0,0,1220989,614197,7591286
614,4,341292,0,0,2900,0,0,0,0,0,1070327,556961,6249052
615,5,349690,0,0,2900,0,109546,0,0,0,1146642,596983,7792801
616,4,328726,24000,30100,19961,2780,0,0,0,0,1090139,530444,6995311
617,4,321491,0,0,8590,0,0,0,0,0,993411,516936,5934255
618,5,357918,44600,18100,9833,0,51088,0,0,0,1314652,615984,8288728
619,5,357918,28100,30100,11979,0,42147,0,0,0,1265998,615984,8080774
620,6,367674,0,15300,21663,0,30568,0,0,0,1194055,621668,7567623
621,4,345576,0,0,13163,0,0,0,0,0,324621,0,5127117
622,5,357918,29600,15300,3780,220,127720,0,0,0,1270421,615984,8858885
623,5,350812,23100,18100,0,0,50700,0,0,0,1219750,599581,7670303
624,5,375309,21800,18100,2900,0,93882,0,0,0,1305439,646190,8667357
625,5,357918,0,30100,5000,4100,0,0,0,0,1183138,615984,7079938
626,5,357918,0,30100,5000,0,48272,0,0,0,1183138,615984,7610002
627,4,352431,0,18100,11903,4070,0,0,0,0,1113212,579276,6838028
628,4,335009,39600,15300,5000,0,14106,0,0,0,1152280,546515,7146411
629,4,325299,0,15300,5040,2780,25072,0,0,0,1014362,527839,6492513
630,4,324061,14000,15300,2900,10000,0,0,0,0,1054915,527343,6464194
631,4,324061,42100,18100,2900,1800,0,0,0,0,1123031,527343,6845174
632,5,365398,26800,15300,12330,0,81756,0,0,0,1322055,627514,8533333
633,4,337389,21800,18100,7400,14700,3372,0,0,0,1125179,552053,7339684
634,4,351479,14000,18100,5000,0,0,0,0,0,1157841,581018,6928091
635,4,330440,21800,15300,5000,12180,25351,7080,0,0,1089991,533742,7136761
636,4,330440,37100,18100,5000,17850,28888,7080,0,0,1124541,533742,7941315
637,5,337161,0,18100,2900,4180,9024,8428,0,0,1101725,573597,6718346
638,5,338938,29600,18100,5000,240,30240,0,0,0,1194934,576683,7367721
639,6,345866,21800,15300,9800,0,21595,0,0,0,1171934,576683,7250377
640,5,338938,29600,15300,5000,3510,12096,7260,0,0,1194934,576683,7673733
641,4,347004,0,15300,14481,0,15480,0,0,0,1138170,567406,6912436
642,4,356715,0,0,0,0,97377,0,0,0,1125683,585766,7674213
643,4,345576,0,0,0,0,0,0,0,0,1085535,564875,6294950
644,4,339769,0,15300,2900,0,0,0,0,0,1064851,554112,6403855
645,6,359007,15600,15300,4031,0,15116,0,0,0,1232826,617961,7298859
646,4,338246,0,0,3780,3600,312715,0,0,0,1059376,551262,9997798
647,6,359007,29600,18100,3025,0,80456,0,0,0,1253888,607376,8303104
648,4,347004,0,0,16508,0,9288,0,0,0,1090400,567406,6631086
649,4,347004,0,30100,8590,0,60299,0,0,0,1090400,567406,7509402
650,5,354646,29600,18100,3025,2700,246147,0,0,0,1253888,607376,10265188
651,5,354646,0,15300,3780,0,72772,0,0,0,1166605,607376,7642641
652,4,339769,21800,15300,7056,3000,0,0,0,0,1129134,554112,6847002
653,6,363387,29600,15300,10020,0,68859,0,0,0,1286876,624609,8323373
654,4,335009,7500,0,3780,0,0,0,0,0,328289,184051,5161020
655,5,343706,7800,15300,16508,3600,253618,0,0,0,1147806,585614,10124624
656,5,330242,0,30100,8123,0,30169,0,0,0,1077082,560767,6897005
657,5,343706,14000,15300,13113,1760,39858,0,0,0,1166088,585614,7399634
658,4,352336,0,18100,2900,7790,54320,0,0,0,1108650,576902,7418264
659,5,360162,0,0,5000,2500,9639,0,0,0,1117774,581651,6745665
660,4,374898,29600,15300,13163,0,80925,0,0,0,1282826,632711,8664637
661,4,348432,12800,18100,2900,0,22500,0,0,0,1133011,569938,7079897
662,4,344720,39600,15300,19064,2000,0,0,0,0,1203217,565349,7370190
663,4,349480,14000,15300,5000,10000,13468,0,0,0,1142635,573105,7126120
664,4,321491,14000,15300,8154,2200,102444,0,0,0,1034693,516936,7597793
